PLAZA ID,PLAZA NAME,PLAZA TYPE,PLAZA CITY,PLAZA STATE,CONCESSIONAIRE
330101,Mundiyar,National,Baran,Rajasthan,Jhansi Baran Pathways
330102,Malera,National,Sirohi,Rajasthan,Udaipur Pathways
330103,Gogunda,National,Udaipur,Rajasthan,Udaipur Pathways
330104,Kishorepura Toll plaza,National,Kota,Rajasthan,GVK
330105,Titoli,National,Dausa,Rajasthan,M/s PNC Rajasthan Highways Pvt. Ltd.
330106,Rabawata,National,Dausa,Rajasthan,M/s PNC Rajasthan Highways Pvt. Ltd.
330107,Methoon Toll plaza,National,Jhalawar,Rajasthan,NHAI
330108,Hingonia,National,Jaipur,Rajasthan,NHAI
330109,Sitarampura,National,Jaipur,Rajasthan,NHAI
330110,Mandana Toll Plaza,National,Mandana,Rajasthan,NHAI
330111,Netra,National,Jodhpur,Rajasthan,NHAI
330112,Tankala,National,Nagaur,Rajasthan,NHAI
330113,Hanumangarh,National,Hanumangarh,Rajasthan,NHAI
330114,Badi Ghati Toll Plaza,National,Pushkar,Rajasthan,B.S. Group (MoRTH)
330115,Kuchera Toll Plaza,National,Ajmer,Rajasthan,B.S. Group (MoRTH)
330116,Bagaliya Toll Plaza,National,Beawar,Rajasthan,ITNL Road infrastructure Development Company Ltd. (MoRTH)
330117,Baggar Toll Plaza,National,Gomti,Rajasthan,ITNL Road infrastructure Development Company Ltd. (MoRTH)
330118,Raisinghnagar toll plaza,National,Ganganagar,Rajasthan,NHAI
330119,Patroda Toll Plaza,National,Ganganagar,Rajasthan,NHAI
330120,Narsana,National,Jalore,Rajasthan,NHAI
330121,Balana,National,Pali,Rajasthan,NHAI
330122,THIRPALI BADI Toll Plaza,National,Thirpali Badi,Rajasthan,NHAI
330123,Kathuwas Toll Plaza,National,Alwar Behror,Rajasthan,NHAI
330124,Gangajali Toll Plaza,National,Poogal,Rajasthan,NHAI
330125,Seora Toll Plaza,National,Bap,Rajasthan,NHAI
330126,Barsalpur Toll Plaza,National,Goru,Rajasthan,NHAI
330127,Chhoti Villor Fee Plaza,National,Sanchore,Rajasthan,NHAI
330128,Beer Mandi Toll Plaza,National,Suket,Rajasthan,Patel Darah Jhalawar Highway
330129,Biratiya Toll Plaza,National,Jaitaran,Rajasthan,NHAI
330130,Binaswas Toll Plaza,National,Bilara,Rajasthan,NHAI
336001,Mandva Toll Plaza (Narmada Bridge),National,Ankleshwar,Gujuarat,NHAI
336003,Gadoi  Toll Plaza,National,Junagadh,Gujarat,Jetpur Somnath Tollways Private Limited
336005,KHEMANA TOLL plaza,National,Banaskantha,Gujarat,NHAI
336006,Mandva Toll plaza (Narmada Bridge),National,Ankleshwar,Gujarat,NHAI
336007,Vantada Toll plaza,National,Aravalli,Gujarat,NHAI
336008,Kuchadi Toll Plaza,National,Porbander,Gujarat,NHAI
336009,Okhamadi Toll Plaza,National,Dwarka,Gujarat,NHAI
336010,Dari Toll plaza,National,Gir Somnath,Gujarat,Jetpur Somnath Tollways Private Limited
336011,Varahi Toll plaza,National,Patan,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
336012,Makhel Toll plaza,National,Kutch,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
336013,Bhiladi Toll plaza,National,Banaskantha,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
336014,Bhalgam Toll plaza,National,Banaskantha,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
336015,Gadoi  Toll plaza,National,Junagadh,Gujarat,Jetpur Somnath Tollways Private Limited
336016,Pithai Toll plaza,National,Kheda,Gujarat,Essel Infra
336017,Vavadi Toll plaza,National,Panchmahal,Gujarat,Essel Infra
336018,Mokha Toll plaza,National,Kutch,Gujarat,Reliance
336019,Kathpur Toll Plaza,National,Sabarkatha,Gujarat,NHAI
336020,Kobadi,National,Bhavnagar,Gujarat,NHAI
336021,Nageshri Toll Plaza,National,Nageshri,Gujarat,NHAI
336022,Gorsar,National,Gorsar,Gujarat,Kalthia Infra Projects Private Limited
336023,Bhordu Toll Plaza,National,Bhordu,Gujarat,NHAI
336024,Panthawada toll plaza,National,Panthawada,Gujarat,NHAI
336025,Bhadbhid Fee Plaza,National,Bhavnagar,Gujarat,Ganeshgarhia Construction
336026,Dharampur Danta Toll Plaza,National,Jamkhambhaliya,Gujarat,NHAI
340001,Nashik Sinner Tollways Limited,National,Nashik,Maharashtra,NHAI
340002,IRB Tamalwadi Toll Plaza,National,Sholapur,Maharashtra,IRB
340003,IRB Yedashi Toll Plaza,National,Osmanabad,Maharashtra,IRB
340004,Pargaon TP,National,Aurangabad,Maharashtra,YABOT (IRB)
340005,Padalshingi TP,National,Aurangabad,Maharashtra,YABOT (IRB)
340006,Maliwadi TP,National,Aurangabad,Maharashtra,YABOT (IRB)
340008,Kardha Toll Plaza,National,Bhandara,Maharashtra,Abhijeet Ashoka Infrastructure Pvt. Ltd.
340009,Phulwadi Toll plaza,National,Naldurg,Maharashtra,Solapur Tollways Pvt ltd.
340010,Talmod Toll plaza,National,Omerga,Maharashtra,Solapur Tollways Pvt ltd.
340011,Dhoki,National,Ahmednagar,Maharashtra,NHAI
340012,Dumbarwadi,National,Ahmednagar,Maharashtra,NHAI
340013,Badewadi,National,Ahmednagar,Maharashtra,NHAI
340014,Husnapur,National,Deoli,Maharashtra,NHAI
340015,Moshi Toll plaza,National,Pune,Maharashtra,IRB
340016,Rajgurunagar Toll plaza,National,Pune,Maharashtra,IRB
340017,Ashiv Fee plaza,National,Ausa,Maharashtra,NHAI
340018,Haladgao Toll plaza,National,Wardha,Maharashtra,NHAI
340019,Baswant Toll Plaza,National,Nashik,Maharashtra,NHAI
340020,Daroada,National,Wardha,Maharashtra,Anuj Kumar Aggarwal
340021,Patanswangi Toll plaza,National,Nagpur,Maharashtra,NHAI
340023,Kelapur,National,Yavatmal,Maharashtra,NHAI
340024,Bhamb Raja,National,Yavatmal,Maharashtra,NHAI
340025,Kelwad,National,Nagpur,Maharashtra,NHAI
340026,Dhoki,National,Ahmednagar,Maharashtra,NHAI
340027,Dumbarwadi,National,Ahmednagar,Maharashtra,NHAI
340028,Badewadi,National,Ahmednagar,Maharashtra,NHAI
340029,Husnapur,National,Deoli,Maharashtra,NHAI
340030,Ashiv Fee Plaza,National,Ausa,Maharashtra,NHAI
340031,Haladgao Toll Plaza,National,Wardha,Maharashtra,NHAI
340032,Selu Amba,National,Beed,Maharashtra,NHAI
340033,Fekari,National,Bhusawal,Maharashtra,Fekari Infrastructure
340034,Kharbi toll plaza,National,Bramhapuri,Maharashtra,NHAI
340035,Hatnoor Fee plaza,National,Hatnoor,Maharashtra,NHAI
340036,Valsang toll plaza,National,Valsang,Maharashtra,NHAI
340037,Nashirabad Toll Plaza,National,Nashirabad,Maharashtra,NHAI
340038,Selu Toll Plaza,National,Kalmeshwar,Maharashtra,NHAI
340039,Karodi,National,Aurangabad,Maharashtra,NHAI
340040,Undri Toll Plaza,National,Undri,Maharashtra,MD Yousuf
340042,Hativale Fee Plaza,National,Hativale,Maharashtra,KCC Buildcon Pvt. Ltd
340043,Champa Toll Plaza,National,Nagpur,Maharashtra,NHAI
340044,Chachadgaon Toll Plaza,National,Nashik,Maharashtra,NHAI
340045,Dhumka Tondgaon Toll Plaza,National,Washim,Maharashtra,NHAI
340046,Ankadhal,National,Solapur,Maharashtra,NHAI
340047,Ichgaon,National,Ichgaon,Maharashtra,NHAI
340048,Borgaon Toll Plaza,National,Miraj,Maharashtra,NHAI
340049,Vaidyakinhi Toll Plaza,National,Beed,Maharashtra,NHAI
341101,Chalakwadi  toll plaza,National,Pune,Maharashtra,Khed -Sinnar Expressway Project (CPUAH)
341401,Hiwargaon pavasa,National,Ahmadnagar,Maharashtra,Khed -Sinnar Expressway Project (HAHPU)
345001,Panihar,National,Gwalior,Madhya Pradesh,Panihar
345002,Mud Kheda,National,Gwalior,Madhya Pradesh,Mud Kheda
345003,Pagara Toll Plaza,National,Guna,Madhya Pradesh,"Dilip Buildcon Limited , Metro infrasys"
345004,Jogipur Toll Plaza,National,Biaora,Madhya Pradesh,"Dilip Buildcon Limited , Metro infrasys"
345005,Purankhedi Toll Plaza,National,Kolaras,Madhya Pradesh,Ircon
345006,Methwada,National,Indore,Madhya Pradesh,IIGTL
345007,Dattigaon,National,Jhabua,Madhya Pradesh,IIGTL
345008,Rathara,National,Rewa,Madhya Pradesh,Rathara
345009,Choratha,National,Rewa,Madhya Pradesh,Choratha
345010,Chapra New Delhi,National,Indore,Madhya Pradesh,Oriental
345011,Rojwas,National,Indore,Madhya Pradesh,Oriental
345012,Katni Bypass Road Ltd - Entry,National,Katni,Madhya Pradesh,Ashoka Concessions
345013,Katni Bypass Road Ltd - Exit,National,Katni,Madhya Pradesh,Ashoka Concessions
345014,Khadda,National,Rewa,Madhya Pradesh,NHAI
345015,Sonvarsha,National,Sidhi,Madhya Pradesh,NHAI
345016,Allonia,National,Seoni,Madhya Pradesh,NHAI
345017,Mungwari,National,Hoshangabad,Madhya Pradesh,NHAI
345019,Odaki Pipkhar,National,Rewa,Madhya Pradesh,NHAI
345020,Kherwasani,National,Katni,MadhyaPradesh,NHAI
345021,Pathoroundi,National,Kotma,Madhya Pradesh,NHAI
345022,Majhgawan,National,Bhopal,MadhyaPradesh,NHAI
345023,Shadol/Dhuwar,National,Bhopal,Bhopal,NHAI
345027,Sehatganj,National,Vidisha,Madhya Pradesh,NHAI
345028,Saliwada,National,Jabalpur,Madhya Pradesh,NHAI
345029,Pandutala,National,Mandla,Madhya Pradesh,NHAI
345030,Mohtara Toll Plaza,National,Sihora,Madhya Pradesh,NHAI
345031,Ujara,National,Ujara,Madhya Pradesh,NHAI
345032,Milanpur Toll Plaza,National,Betul,Madhya Pradesh,Oriental
345033,Heeran Khedi,National,Rajgarh,Madhya Pradesh,Agroh Biaora Tollways Private Limited
345034,Jognihai,National,Rewa,Madhya Pradesh,Vindhyachal Expressway pvt. Ltd.
345035,Masuriha,National,Rewa,Madhya Pradesh,Vindhyachal Expressway pvt. Ltd.
345036,Baretha KM 21.120,National,Gwalior,Madhya Pradesh,MP Highways Pvt. Ltd
345037,Phoop (Barahi) KM 105.300,National,Bhind,Madhya Pradesh,MP Highways Pvt. Ltd
345038,Chikhalikala,National,Betul,Madhya Pradesh,NHAI
345039,Kelwad,National,Nagpur,Maharashtra,NHAI
345040,Madai Fee plaza,National,Chaurai,Madhya Pradesh,NHAI
345041,Jhiriya Toll plaza,National,Rewa,Madhya Pradesh,Bansal Pathways Pvt. Ltd.
345042,Bahoripar Fee plaza,National,Jabalpur,Madhya Pradesh,NHAI
345043,Khambara Toll plaza,National,Betul,Madhya Pradesh,Oriental
345044,Jungawani,National,Chhindwara,Madhya Pradesh,NHAI
345045,Jaitpur,National,Seoni,Madhya Pradesh,NHAI
345046,Fulara,National,Seoni,Madhya Pradesh,NHAI
345047,Mungwari,National,Hoshangabad,Madhya Pradesh,NHAI
345048,Khadda,National,Rewa,Madhya Pradesh,NHAI
345049,Allonia,National,Seoni,Madhya Pradesh,NHAI
345050,Sonvarsha,National,Sidhi,Madhya Pradesh,NHAI
345051,Panihar,National,Gwalior,Madhya Pradesh,Essel Infra
345052,Mud Kheda,National,Gwalior,Madhya Pradesh,Essel Infra
345053,Milanpur Toll plaza,National,Betul,Madhya Pradesh,Oriental
345054,Ramnagar,National,Shivpuri,Madhya Pradesh,Jhansi Baran Pathways
345055,Mehra,National,Gwalior,Madhya Pradesh,Path
345056,Dagrai Toll Plaza,National,Datia,Madhya Pradesh,NHAI
345057,Shadol/Dhuwar,National,Bhopal,Bhopal,NHAI
345058,Odaki Pipkhar,National,Rewa,Madhya Pradesh,NHAI
345059,Pathoroundi,National,Kotma,Madhya Pradesh,NHAI
345060,Ujara,National,Ujara,Madhya Pradesh,NHAI
345061,Sehatganj,National,Vidisha,Madhya Pradesh,NHAI
345062,Saliwada,National,Jabalpur,Madhya Pradesh,NHAI
345063,Pandutala,National,Mandla,Madhya Pradesh,NHAI
345064,Mohtara Toll Plaza,National,Sihora,Madhya Pradesh,NHAI
345065,Madai Fee Plaza,National,Chaurai,Madhya Pradesh,NHAI
345066,Majhgawan,National,Bhopal,MadhyaPradesh,NHAI
345067,Chikhalikala,National,Betul,Madhya Pradesh,NHAI
345068,Bahoripar Fee Plaza,National,Jabalpur,Madhya Pradesh,NHAI
345069,Kherwasani,National,Katni,MadhyaPradesh,NHAI
345070,Johariya Sheikh,National,Sagar,Madhya Pradesh,NHAI
345071,Sonkacch,National,Sehore,Madhya Pradesh,NHAI
345072,Kachnaria,National,Rajgarh,Madhya Pradesh,NHAI
345073,Khawasa,National,Khawasa,Madhya Pradesh,NHAI
345074,Patariya Goyal Toll Plaza,National,Patariya Goyal,Madhya Pradesh,MD Karimunnisa
345075,Pachwara Toll Plaza,National,Nowgong,Madhya Pradesh,NHAI
345076,Mandwara,National,Mandwara,Madhya Pradesh,NHAI
345077,Mahauri,National,Mahauri,Madhya Pradesh,NHAI
345078,Devgaon,National,Chhatarpur,Madhya Pradesh,NHAI
345079,Vishankheda Toll Plaza,National,Raisen,Madhya Pradesh,NHAI
345080,Harshili Toll Plaza,National,Raisen,Madhya Pradesh,NHAI
345081,Shahpura Toll Plaza,National,Jabalpur,Madhya Pradesh,NHAI
345082,Khiriya Fee Plaza,National,Raisen,Madhya Pradesh,M s Vanshika Construction
345083,Newli Fee Plaza,National,Vidisha,Madhya Pradesh,Anil Kumar Shukla
345086,Bhopal Vidisha Toll Plaza,State,Sukhisewania,Madhya Pradesh,R.M.N. Tollways Pvt Ltd
345087,Chanatoriya (Sagar) Toll Plaza,State,Sagar,Madhya Pradesh,RSI STONE WORLD PVT LTD
345088,Bansa (Damoh) Toll Plaza,State,Damoh,Madhya Pradesh,RSI STONE WORLD PVT LTD
345089,Ghatabillod Toll Plaza,State,Pithampur,Madhya Pradesh,MPRDC
345090,Sarasdol Toll Plaza,National,Jabalpur,Madhya Pradesh,NHAI
345091,Talen Mirzapur Toll Plaza,National,Rajgarh,Madhya Pradesh,Anil Kumar Shukla
345092,Goragaon Toll Plaza,National,Goragaon,Madhya Pradesh,NHAI
349001,Bhojpuri  Toll Plaza,National,Saragaon,Chhattisgarh,NHAI
349002,Jagtara,National,Kanker,Chhattisgarh,NHAI
349003,Mashora,National,Jagdalpur,Chhattisgarh,NHAI
349004,Badaiyiguda,National,Jagdalpur,Chhattisgarh,NHAI
349005,Kumhari,National,Kumhari,Chhattisgarh,NHAI
349006,Mudhipar Toll Plaza,National,BILASPUR,Chhattisgarh,NHAI
349007,Chotiya,National,Korba,Chhattisgarh,NHAI
349008,Pachira,National,Surajpur,Chhattisgarh,NHAI
349009,Mashora,National,Jagdalpur,Chhattisgarh,NHAI
349010,Kumhari,National,Kumhari,Chhattisgarh,NHAI
349011,Mudhipar Toll Plaza,National,BILASPUR,Chhattisgarh,NHAI
349012,Bhojpuri Toll Plaza,National,Saragaon,Chhattisgarh,NHAI
349013,Jagtara,National,Kanker,Chhattisgarh,NHAI
349014,Badaiyiguda,National,Jagdalpur,Chhattisgarh,NHAI
349015,Paraghat Toll Plaza,National,Bilaspur,Chhattisgarh,NHAI
350001,Chinthapally,National,Chinthapally,Telangana,Chinthapally
350002,Konetipuram,National,Konetipuram,Telangana,NHAI
350003,Kadthal,National,Kadthal,Telangana,Kadthal
350004,Chinthapally,National,Chinthapally,Telangana,NHAI
350005,Kadthal,National,Kadthal,Telangana,NHAI
350006,Pullur,National,Mahabubnagar,Telangana,NHAI
350007,Rolmamda,National,Adilabad,Telangana,NHAI
350008,Gamjal,National,Adilabad,Telangana,NHAI
350020,Pippalwada,National,Adilabad,Telangana,NHAI
350021,Bhiknoor Toll Plaza,National,Nizamabad,Telangana,NHAI
350022,Manoharabad,National,Medak,Telangana,NHAI
350023,Konetipuram,National,Konetipuram,Telangana,NHAI
350024,Muthojipet,National,Vijayawada,Telangana,NHAI
350025,Dilawarpur fee plaza,National,Bodhan,Telangana,NHAI
350026,Konetipuram,National,Konetipuram,Telangana,NHAI
350027,Manoharabad,National,Medak,Telangana,NHAI
350028,Pippalwada,National,Adilabad,Telangana,NHAI
350029,Bhiknoor Toll plaza,National,Nizamabad,Telangana,NHAI
350030,Gowraram Fee plaza,National,Gowraran village,Telangana,NHAI
350031,Komalla Fee Plaza,National,Komalla (V),Telangana,NHAI
350032,Komatipalli Fee  Plaza,National,Komatipalli,Telangana,NHAI
350033,Muthojipet,National,Vijayawada,Telangana,NHAI
350034,Dilawarpur fee plaza,National,Bodhan,Telangana,NHAI
350035,Singarajupally,National,Suryapet,Telangana,NHAI
350036,Yerkaram,National,Suryapet,Telangana,NHAI
350039,Kollapalle Toll Plaza,National,Kollapalle,Telangana,KNR Shankarampet Projects
350040,Singarenipalli Toll Plaza,National,Suryapet,Telangana,NHAI
350100,Kamkole,National,Sangareddy,Telangana,M/s Deccan Tollways Ltd
350101,Munnanur Toll Plaza,National,Munnanur,Telangana,NHAI
350102,Chitlapalli Toll Plaza,National,Chitlapalli,Telangana,NHAI
350103,Gummadidala Toll Plaza,National,Gummadidala,Telangana,NHAI
350104,Dharmaram Toll Plaza,National,Pitlam,Telangana,NHAI
352001,Nannur,National,Kurnool,Andhra Pradesh,Rayalaseema Expressways Private ltd
352002,Mekalavaripalli,National,Markapuram,Andhra Pradesh,Mekalavaripalli
352003,Raviguntapalli,National,Markapuram,Andhra Pradesh,Raviguntapalli
352004,Chinthalapalem toll plaza,National,Chinthalapalem,Andhra Pradesh,Chinthalapalem toll plaza
352005,Rapur toll plaza,National,Rapur,Andhra Pradesh,Rapur toll plaza
352006,Badava,National,Mylavaram,Andhra Pradesh,Badava
352007,Bhramanapalli ,National,Bhramanapalli,Andhra Pradesh,Bhramanapalli 
352008,Durgamvaripalli Toll Plaza,National,Rayachoti,Andhra Pradesh,NHAI
352011,Pottipadu,National,Krishna,Andhra Pradesh,NHAI
352013,Chapirevula,National,Nandyal,Andhra pradesh,NHAI
352014,Davaluru,National,Kankipadu,Andhra pradesh,NHAI
352015,Basapuram,National,Mydukur,Andhra pradesh,NHAI
352016,Halaharvi,National,Halaharvi,Andhra pradesh,NHAI
352017,Millampali,National,Vijayawada,Andhra Pradesh,NHAI
352018,Gollaprolu,National,Pithapuram,Andhra Pradesh,NHAI
352019,Chinaganjam Fee plaza,National,Nellore,Andhra Pradesh,NHAI
352020,Mahasamudram,National,Mahasamudram,Andhra Pradesh,NHAI
352021,Chilakpelam,National,Srikakulam,Andhra Pradesh,NHAI
352022,Nathavalasa,National,Vizianagaram,Andhra Pradesh,NHAI
352023,S.V Puram Toll plaza,National,Chittoor,Andhra Pradesh,Transtroy
352024,Marur toll plaza,National,Anantapuram,Andhra Pradesh,MEP Infra Projects
352025,Kasepalli toll plaza,National,Anantapuram,Andhra Pradesh,MEP Infra Projects
352026,Amakthadu toll plaza,National,Kurnool,Andhra Pradesh,MEP Infra Projects
352027,Kalaparru,National,West Godavari,Andhra Pradesh,NHAI
352028,Agnampadi,National,Vishakhapatnam,Andhra Pradesh,NHAI
352030,Madapam,National,Srikakulam,Andhra Pradesh,NHAI
352031,Badava,National,Mylavaram,Andhra Pradesh,NHAI
