PLAZA ID,PLAZA NAME,PLAZA TYPE,PLAZA CITY,PLAZA STATE,CONCESSIONAIRE
1002,L and T Vadodra,National,Vadodara,Gujarat,L and T
2001,IRB Boriach,National,Navsari,Gujarat,IRB
2002,IRB Charoti,National,Palghar,Maharashtra,IRB
2003,IRB Bhagwada,National,Valsad,Gujarat,IRB
2004,IRB Choryasi,National,Surat,Gujarat,IRB
2005,Ahmedabad Toll Plaza,National,Ahmedabad,Gujarat,AVBOT(IRB)
2006,Ahmedabad (Ring Road) Toll Plaza,National,Ahmedabad,Gujarat,AVBOT(IRB)
2007,Nadiad Toll Plaza,National,Kheda,Gujarat,AVBOT(IRB)
2008,Anand Toll Plaza,National,Anand,Gujarat,AVBOT(IRB)
2009,Vadodara Toll Plaza,National,Vadodara,Gujarat,AVBOT(IRB)
2010,Ahmedabad Ring Road 2,National,Ahmedabad,Gujarat,IRB
2011,Kheda,National,Kheda,Gujarat,IRB
2012,Vasad,National,Anand,Gujarat,IRB
5001,Shedung Toll Plaza,State,Shedung,Maharashtra,MIPL(Mumbai-Pune Expressway)
5002,Khalapur Toll Plaza,State,Khalapur,Maharashtra,MIPL(Mumbai-Pune Expressway)
5004,Kusgaon Toll Plaza,State,Kusgaon,Maharashtra,MIPL(Mumbai-Pune Expressway)
5005,Talegaon Toll Plaza,State,Talegaon,Maharashtra,MIPL(Mumbai-Pune Expressway)
6001,Gegal,National,Ajmer,Rajasthan,Soma
6002,Pipalaz,National,Ajmer,Rajasthan,Soma
7001,Manesar Toll Plaza,National,Gurgaon,Haryana,Millinieum City Expressway(MCEPL)
7002,IGI Toll Plaza,National,Delhi,Delhi,Millinieum City Expressway(MCEPL)
8001,Jaipur Plaza,National,Jaipur,Rajasthan,GVK
8002,Kishangarh Plaza,National,Ajmer,Rajasthan,GVK
9001,Shahjahanpur Toll Plaza,National,Alwar,Rajasthan,Pink City Expressway
9002,Manoharpura Toll plaza,National,Jaipur,Rajasthan,Pink City Expressway
9003,Daulatpura Toll Plaza,National,Jaipur,Rajasthan,Pink City Expressway
10001,Kavalias Toll Plaza,National,Bhilwara,Rajasthan,NHAI
10002,Jojro Ka Kheda Toll Plaza,National,Chittaurgarh,Rajasthan,NHAI
10003,Rithola Toll Plaza,National,Chittaurgarh,Rajasthan,NHAI
10004,Narayanpura Toll Plaza,National,Udaipur,Rajasthan,NHAI
10005,Paduna Toll Plaza,National,Udaipur,Rajasthan,NHAI
10006,Khandi Obri Toll Plaza,National,Udaipur,Rajasthan,NHAI
10007,Vantada Toll Plaza,National,Aravalli,Gujarat,NHAI
10008,Kathpur Toll Plaza,National,Sabarkatha,Gujarat,NHAI
13001,SriPerumbadur,National,Kanchipuram,Tamil Nadu,NHAI
13002,Chennasamaduram,National,Vellore,Tamil Nadu,NHAI
14001,Ambala Chandigarh,National,Sahibzada Ajit Singh Nagar,Punjab,GMR
15001,Pantangi,National,Nalgonda,Telangana,GMR
15002,Koralaphad,National,Nalgonda,Telangana,GMR
15003,Chillakallu,National,Krishna,Andhra Pradesh,GMR
16001,Vanagiri,National,Koppal,Karnataka,GMR
16002,Shahapur,National,Koppal,Karnataka,GMR
16003,Hitnal,National,Koppal,Karnataka,GMR
17001,Karjeevanhally Toll Plaza,National,Tumkur,Karnataka,IRB TCBOT
17002,Guilalu Toll Plaza,National,Chitradurga,Karnataka,IRB TCBOT
18001,Vikkravandi Toll Plaza,National,Villupuram,Tamil Nadu,Ulundurpet Expressway(IDFC)
19001,SENGURICHI TOLL PLAZA,National,Villupuram,Tamil Nadu,Trichy Tollways Pvt Ltd
19002,THIRUMANDURAI TOLL PLAZA,National,Perambalur,Tamil Nadu,Trichy Tollways Pvt Ltd
20001,SURAPATTU TOLL PLAZA,National,Tiruvallur,Tamil Nadu,NHAI
20002,VANAGARAM TOLL PLAZA,National,Tiruvallur,Tamil Nadu,NHAI
21001,Amakthadu toll plaza,National,Kurnool,Andhra Pradesh,MEP Infra Projects
21002,Kasepalli toll plaza,National,Anantapuram,Andhra Pradesh,MEP Infra Projects
21003,Marur toll plaza,National,Anantapuram,Andhra Pradesh,MEP Infra Projects
22001,Kappalur,National,Madurai,Tamil Nadu,Raima Toll Road(MEP)
22002,Etturvattam,National,Virudhunagar,Tamil Nadu,Raima Toll Road(MEP)
22003,Salaipudur,National,Thoothukudi,Tamil Nadu,Raima Toll Road(MEP)
22004,Nanguneri,National,Tirunelveli,Tamil Nadu,Raima Toll Road(MEP)
23001,Nandgaon Toll Plaza,National,Amravati,Maharashtra,IRB
24001,MANSAR TOLL PLAZA,National,Nagpur,Maharashtra,Oriental
24002,KAMPTEE KANHAN BYPASS CHECK TOLL PLAZA,National,Nagpur,Maharashtra,Oriental
24003,NAGPUR BYPASS CHECK TOLL PLAZA,National,Nagpur,Maharashtra,Oriental
24004,BORKHEDI TOLL PLAZA,National,Wardha,Maharashtra,Oriental
25001,Karanja Toll Plaza,National,Wardha,Maharashtra,Oriental
26001,Korai Toll Plaza,National,Agra,Uttar Pradesh,Oriental
27001,Khalghat Toll Plaza,National,Dhar,Madhya Pradesh,Oriental
28001,Barajore toll plaza,National,Kanpur Dehat,Uttar Pradesh,Oriental
28002,Anantram Toll Plaza,National,Auraiya,Uttar Pradesh,Oriental
29001,Laxamannath Plaza,National,Bangalore Rural,Karnataka,ILFS
29002,Rampura Plaza,National,West Medinipur,West Bengal,ILFS
30001,LADPALWAN TOLL PLAZA,National,Pathankot,Punjab,IRB
30002,WARYAM NANGAL TOLL PLAZA,National,Amritsar,Punjab,IRB
31001,Barkheda Toll Plaza,National,Jaipur,Rajasthan,IRB
31002,Sonwa Toll Plaza,National,Tonk,Rajasthan,IRB
32001,Omalur Toll Plaza,National,Salem,Tamil Nadu,IRB
33001,Daffi Toll Plaza,National,Varanasi,Uttar Pradesh,Soma Isolux
33002,Mohania Toll Plaza,National,Kaimur,Bihar,SOMA
33003,Sasaram Toll Plaza,National,Rohtas,Bihar,SOMA
34001,Raikal Toll Plaza,National,Mahabubnagar,Telangana,Jadcherla Expressways Pvt. Ltd
35001,ELECTRONIC CITY Phase 1,National,Bangalore Urban,Karnataka,Gaziabad Aligarh Expressway Pvt Ltd
35002,ATTIBELLE,National,Bangalore Urban,Karnataka,BETL
36001,Samayapuram Toll Plaza,National,Tiruchirappalli,Tamil Nadu,Indu Navayuga
37001,Boothakudi,National,Pudukkottai,Tamil Nadu,Eagle Infra
37002,Chittampatti,National,Madurai,Tamil Nadu,Eagle Infra
38001,Pithai Toll Plaza,National,Kheda,Gujarat,Essel Infra
38002,Vavadi Toll Plaza,National,Panchmahal,Gujarat,Essel Infra
39001,L and T PANIPAT,National,Panipat,Haryana,L and T
40001,Khaniwade Toll Plaza,National,Palghar,Maharashtra,IRB
41001,JATL Dhilwan Toll Plaza,National,Kapurthala,Punjab,IVRCL
41002,JATL Nijjerpura Toll Plaza,National,Amritsar,Punjab,IVRCL
42001,Vijayamangalam Toll Plaza,National,Erode,Tamil Nadu,IVRCL
43001,Vaiguntham Toll Plaza,National,Salem,Tamil Nadu,IVRCL
44001,TASAWADE TOLL PLAZA,National,Satara,Maharashtra,MSRDCL
44002,Kini Toll Plaza,National,Kolhapur,Maharashtra,MSRDCL
45001,Guduru Toll Plaza,National,Nalgonda,Telangana,Sadbhav
46001,Bijapur Toll Plaza,National,Bijapur,Karnataka,Sadbhav
46002,Nagarhalla Toll Plaza,National,Bagalkot,Karnataka,Sadbhav
47001,Tatiawas Toll Plaza,National,Jaipur,Rajasthan,Reliance
48001,"Sullurpet Plaza (NH- 16), (old NH-5)",National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED
48002,"Budhanam Plaza (NH- 16),(old NH-5)",National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED
48003,"Nellore Plaza (NH- 16), (old NH-5)",National,Nellore,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED
48004,"Keesara Plaza (NH-65), (old NH-9)",National,Vijaywada,Andhra Pradesh,SWARNA TOLLWAY PRIVATE LIMITED
49001,Kaza Toll Plaza Mangalgiri,National,Guntur,Andhra Pradesh,IJM
50001,Niyamatpur Ekrotiya Toll Plaza,National,Moradabad,Uttar Pradesh,Moradabad Bareilly Expressway Limited
50002,Thiriya Khetal Toll Plaza,National,Bareilly,Uttar Pradesh,Moradabad Bareilly Expressway Limited
51001,Sawaleshwar Toll Plaza,National,Solapur,Maharashtra,ILFS and ITNL
51002,Varwade Toll Plaza,National,Solapur,Maharashtra,ILFS and ITNL
52001,Pithadiya Toll Plaza,National,Rajkot,Gujarat,ILFS
52002,Bharudi Toll Plaza,National,Rajkot,Gujarat,ILFS
53001,Gondkhairi Plaza,National,Nagpur,Maharashtra,Atlanata Infra
54001,Patas Plaza,National,Pune,Maharashtra,TRIL
54002,Sardewadi Plaza,National,Raigad,Maharashtra,TRIL
55001,Ponnambalapatti Plaza,National,Tiruchirappalli,Tamil Nadu,Reliance ? TDTRL
56001,Kozhinjiipatti Plaza,National,Dindigul,Tamil Nadu,Reliance TN -DSTRL
57001,Rasampalayam Plaza,National,Namakkal,Tamil Nadu,Reliance ? NKTRL
58001,Mettupatti Plaza,National,Salem,Tamil Nadu,Reliance - SUTRL
58002,Nathakkarai Plaza,National,Salem,Tamil Nadu,Reliance - SUTRL
58003,Veeracholapuram Plaza,National,Villupuram,Tamil Nadu,Reliance - SUTRL
59001,Thiruparaithurai Plaza,National,Tiruchirappalli,Tamil Nadu,Reliance - TKTRL
59002,Manavasi Plaza,National,Karur,Tamil Nadu,Reliance -TKTRL
60001,Krishnagiri Plaza,National,Krishnagiri,Tamil Nadu,Reliance-HKTRL
61001,Anewadi Toll Plaza,National,Satara,Maharashtra,Reliance-PSTRL
61002,Khed-Shivapur Toll Plaza,National,Pune,Maharashtra,Reliance-PSTRL
62001,Srinagar Toll Plaza,National,Palwal,Haryana,Reliance-DATRL
62002,Mahuvan Toll Plaza,National,Mathura,Uttar Pradesh,Reliance-DATRL
63001,Bhatwada Toll Plaza,National,Dahod,Gujarat,BGTL Tollway Limited
63101,Bellupada,National,Icchapuram,Andhra Pradesh,NHAI
64001,Saukala Toll Plaza,National,Aurangabad,Bihar,NHAI
65001,Madapam,National,Srikakulam,Andhra Pradesh,NHAI
66001,Chilakpelam,National,Srikakulam,Andhra Pradesh,NHAI
67001,Nathavalasa,National,Vizianagaram,Andhra Pradesh,NHAI
68001,Agnampadi,National,Vishakhapatnam,Andhra Pradesh,NHAI
69001,Vempadu,National,Vishakhapatnam,Andhra Pradesh,NHAI
70001,Krishnavaram,National,East Godavari,Andhra Pradesh,NHAI
72001,Kalaparru,National,West Godavari,Andhra Pradesh,NHAI
72002,Pottipadu,National,Krishna,Andhra Pradesh,NHAI
73001,Bollapalli Toll Plaza,National,Prakasam,Andhra Pradesh,KMC and BSCPL Infrastructure Ltd
73002,Tangatur Toll Plaza,National,Prakasam,Andhra Pradesh,KMC and BSCPL Infrastructure Ltd
73003,Musunur Toll Plaza,National,Nellore,Andhra Pradesh,KMC and BSCPL Infrastructure Ltd
74001,Pippalwada,National,Adilabad,Telangana,NHAI
75001,Rolmamda,National,Adilabad,Telangana,NHAI
76001,Gamjal,National,Adilabad,Telangana,NHAI
77001,Manoharabad,National,Medak,Telangana,NHAI
78001,Indalwai,National,Nizamabad,Telangana,Navayuga
79001,Sakapur Toll plaza,National,Mahabubnagar,Telangana,L and T
80001,Pullur,National,Mahabubnagar,Telangana,NHAI
81001,Panchvati Colony(Vishakapatnam Port Connectivity),National,Vishakhapatnam,Andhra Pradesh,NHAI
82001,Goshtani Gate of Navy(Vishakapatnam Port Connectivity),National,Vishakapatnam,Andhra Pradesh,NHAI
84001,Hariabara,National,Araria,Bihar,SMS
85001,Asanpur Toll Plaza,National,Supaul,Bihar,SMS
87001,Maithi,National,Muzaffarpur,Bihar,SMS
88001,Parsoni Khem,National,Purvi Champaran,Bihar,NHAI
90001,Maranga,National,Purnia,Bihar,NHAI
90002,Kharik,National,Bhagalpur,Bihar,NHAI
91001,Durg Bypass,National,Durg,Chhattisgarh,M/s SMS Shivnath Infrastructure Pvt. Ltd.
92001,Thakurtolla toll plaza,National,Rajnandgaon,Chhattisgarh,Ashoka Buildcon
94001,KHEMANA TOLL PLAZA,National,Banaskantha,Gujarat,NHAI
95001,Varahi Toll Plaza,National,Patan,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
95002,Makhel Toll Plaza,National,Kutch,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
95003,Bhiladi Toll Plaza,National,Banaskantha,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
95004,Bhalgam Toll Plaza,National,Banaskantha,Gujarat,PATEL HIGHWAY MANAGEMENT PVT. LTD.
96001,Surajbari Toll Plaza,National,Kutch,Gujarat,NHAI
97001,Vaghasiya Toll Plaza,National,Morbi,Gujarat,NHAI
98001,Vanana Toll Plaza,National,Porbandar,Gujarat,NHAI
99001,Dhumiyani Toll Plaza,National,Rajkot,Gujarat,NHAI
100001,Samakhiali,National,Kutch,Gujarat,L and T
102001,UNDVARIYA TOLL PLAZA,National,Sirohi,Rajasthan,NHAI
103001,Jat Gangaicha Toll Plaza,National,Rewari,Haryana,Kurukshetra Expressways Limited
103002,Dighal Toll Plaza,National,Jhajjar,Haryana,Kurukshetra Expressways Limited
104001,Makrauli Kalan Toll Plaza,National,Rohtak,Haryana,SADBHAV
104002,Dahar Toll Plaza,National,Panipat,Haryana,Sadbhav
106001,Bann Toll Plaza,National,Udhampur,J and K,
107001,Rasoiya Dhamna Toll Plaza,National,Hazaribagh,Jharkhand,NHAI
107002,Ghanghri Toll Plaza,National,Giridih,Jharkhand,NHAI
108001,HAZARIBAGH-RANCHI EXPRESSWAY (Pundag),National,Ranchi,Jharkhand,NHAI
109001,Kognoli,National,Belagavi,Karnataka,NHAI
110001,Hattargi,National,Belagavi,Karnataka,NHAI
111001,Hirebgewadi toll plaza,National,Belagavi,Karnataka,Ashoka Buildcon
112001,Bankapur,National,Haveri,Karnataka,NHAI
113001,Chalageri,National,Haveri,Karnataka,NHAI
114001,Hebbalu,National,Davanagere,Karnataka,NHAI
115001,Kulumapalya toll plaza,National,Bangalore Rural,Karnataka,(Neelmangla Tumkur) Jass Tollways
115002,Chokkenahalli toll plaza,National,Tumkur,Karnataka,(Neelmangla Tumkur) Jass Tollways
116001,Plaza 1 @ Km 14+825,National,Bangalore Rural,Karnataka,Navayuga Bengalooru Tollway Pvt Ltd
116003,Devanahalli Toll Plaza,National,Bangalore Rural,Karnataka,Navayuga
117001,Bagepalli Toll Plaza,National,Chikballapur,Karnataka,NHAI
118001,Nelamangala Toll Plaza,National,Bangalore Rural,Karnataka,LANCO DEVANHALI TOLLWAY LTD
118002,Bellur Toll Plaza,National,Mandya,Karnataka,LANCO DEVANHALI TOLLWAY LTD
119001,Hoskote Toll Plaza,National,Bangalore Rural,Karnataka,LANCO HOSKOTE TOLLWAY LTD
119002,Mulbagal Toll Plaza,National,Kolar,Karnataka,LANCO HOSKOTE TOLLWAY LTD
120001,Shantigrama Toll Plaza,National,Hassan,Karnataka,L and T
120002,Kadabhalli (Kirasave) Toll Plaza,National,Mandya,Karnataka,L and T
121001,Brahamarakotlu,National,Dakshina Kannada,Karnataka,NHAI
123001,Paliyekkara Toll plaza,National,Thrissur,Kerala,Guruvayoor
124001,Kumbalam Toll Plaza,National,Ernakulam,Kerala,Kochi Aror Tollways
125002,Choundha,National,Morena,Madhya Pradesh,Agra Gwalior Pathways
125003,Baretha or Jajau,National,Agra,Uttar Pradesh,Agra Gwalior Pathways
126001,Mehra,National,Gwalior,Madhya Pradesh,Path
127001,Malthone,National,Sagar,Madhya Pradesh,DPJ DRA Tollways
127002,Chitora,National,Sagar,Madhya Pradesh,DPJ DRA Tollways
127003,Titarpani,National,Sagar,Madhya Pradesh,DPJ DRA Tollways
127004,Bakori,National,Damoh,Madhya Pradesh,DPJ DRA Tollways
128001,Allonia,National,Seoni,Madhya Pradesh,NHAI
129001,Ramnagar,National,Shivpuri,Madhya Pradesh,Jhansi Baran Pathways
129002,Raksha,National,Jhansi,Uttar Pradesh,Jhansi Baran Pathways
130001,Guna,National,Guna,Madhya Pradesh,Guna Infra
131001,Jamli Toll Pllaza,National,Barwani,Madhya Pradesh,Khalghat Sendhwa Tollways Pvt Ltd
132001,IDTL Toll Plaza-A,National,Indore,Madhya Pradesh,Indore Dewas Tollways
132002,IDTL Toll Plaza-B,National,Dewas,Madhya Pradesh,Indore Dewas Tollways
134001,Kelapur,National,Yavatmal,Maharashtra,NHAI
134002,Daroada,National,Wardha,Maharashtra,Anuj Kumar Aggarwal
137001,Mathni,National,Nagpur,Maharashtra,JMC
138001,Sendurwafa toll plaza,National,Bhandara,Maharashtra,Ashoka Buildcon
139001,Shirpur,National,Dhule,Maharashtra,DPTL
139002,Songir,National,Dhule,Maharashtra,DPTL
140001,Chandwad toll plaza,National,Nashik,Maharashtra,Ircon Soma
140002,Laling toll plaza,National,Dhule,Maharashtra,Ircon Soma
141001,Baswant Toll Plaza,National,Nashik,Maharashtra,NHAI
142001,Ghoti toll plaza,National,Nashik,Maharashtra,Gammon India
142002,Arjunalli toll plaza,National,Thane,Maharashtra,Gammon India
144001,Diengpasoh Toll Plaza,National,Ri-Bhoi,Meghalaya,
146001,SERGARH TOLL PLAZA,National,Balasore,Odisha,NHAI
147001,PANIKOILI TOLL PLAZA,National,Jajpur,Odisha,NHAI
148001,Manguli Toll Plaza,National,Cuttack,Odisha,Shree Jagannath Expressway Pvt Ltd.
149001,Gudipada or Gangapada Toll Plaza,National,Khordha,Odisha,NHAI
150001,Gurapali,National,Ganjam,Odisha,NHAI
151001,Sambalpur Baragarh Tollways,National,Bargarh,Odisha,Ashoka Buildcon
152001,Srirampur toll plaza,National,Jajpur,Odisha,NHAI
154001,Gharonda Toll Plaza,National,Karnal,Haryana,Soma Isolux NH One Tollway Pvt. Ltd.
154002,Sambhu Toll Plaza,National,Ambala,Haryana,Soma Isolux NH One Tollway Pvt. Ltd.
154003,Ladowal Toll Plaza,National,Ludhiana,Punjab,Soma Isolux NH One Tollway Pvt. Ltd.
155001,Chandimandir Toll Plaza,National,Panchkula,Haryana,JP Infra
156001,Chiddan Toll Plaza,National,Amritsar,Punjab,NHAI
157001,BSC-C and C Kurali Toll Plaza,National,Rupnagar,Punjab,BSC
158001,Harsa Mansar Toll Plaza,National,Hoshiarpur,Punjab,NHAI
159001,Chollang Toll Plaza,National,Hoshiarpur,Punjab,NHAI
160001,Similiya,National,Kota,Rajasthan,M/S Kota Baran Toll Ways
160002,Fatehpur,National,Baran,Rajasthan,M/S Kota Baran Toll Ways
161001,Bassi,National,Chittaurgarh,Rajasthan,Chittorgarh Kota Toll Ways
161002,Aroli,National,Bhilwara,Rajasthan,Chittorgarh Kota Toll Ways
161003,Dhaneshwar,National,Bundi,Rajasthan,Chittorgarh Kota Toll Ways
162001,Malera,National,Sirohi,Rajasthan,Udaipur Pathways
162002,Gogunda,National,Udaipur,Rajasthan,Udaipur Pathways
163001,Ludhwai Toll Plaza,National,Bharatpur,Rajasthan,M/s Madhucon House Agra ? Jaipur Expressways Ltd.
163002,Amoli Toll Plaza,National,Bharatpur,Rajasthan,M/s Madhucon House Agra ? Jaipur Expressways Ltd.
164001,Sikandra Toll Plaza,National,Dausa,Rajasthan,JAIPUR MAHUA TOLLWAY PRIVATE LIMITED
164002,Rajadhok Toll Plaza,National,Jaipur,Rajasthan,JAIPUR MAHUA TOLLWAY PRIVATE LIMITED
165001,Mundiyar,National,Baran,Rajasthan,Jhansi Baran Pathways
166001,Akhepura,National,Sikar,Rajasthan,NHAI
167001,Vaniyambadi Toll Plaza,National,Vellore,Tamil Nadu,L and T Krishnagiri Walajahpet Tollway Limited
167002,Pallikonda Toll Plaza,National,Vellore,Tamil Nadu,L and T Krishnagiri Walajahpet Tollway Limited
168001,Nallur Toll Plaza,National,Tiruvallur,Tamil Nadu,L and T Chennai Tada Tollway Limited
169001,L and T Krishnagiri Thopur Toll Plaza,National,Dharmapuri,Tamil Nadu,L and T
170001,Velanchettiyur,National,Dindigul,Tamil Nadu,Madhucon Infra
173001,Paranur,National,Kanchipuram,Tamil Nadu,NHAI
174001,Athur,National,Kanchipuram,Tamil Nadu,NHAI
176001,Valvanthankottai,National,Tiruchirappalli,Tamil Nadu,Madhucon Infra
176002,Elliyarpathy,National,Virudhunagar,Tamil Nadu,Madhucon Infra
176003,Pudurpandiyapuram,National,Thoothukudi,Tamil Nadu,Madhucon Infra
177001,Pondicherry Tindivanam Toll Plaza,National,Villupuram,Tamil Nadu,Pondicherry Tollways
178001,Lembalakudi,National,Pudukkottai,Tamil Nadu,NHAI
178002,Lechchumanapatti,National,Pudukkottai,Tamil Nadu,NHAI
178003,VAGAIKULAM TOLL PLAZA,National,Thoothukudi,Tamil Nadu,NHAI
180001,Tundla Toll Plaza,National,Firozabad,Uttar Pradesh,IRB
180002,Gurau (Formerly Semra Atikabad) Toll Plaza,National,Firozabad,Uttar Pradesh,IRB
181001,Babina Toll Plaza,National,Jhansi,Uttar Pradesh,Sh. Keshav Agarwal
181002,Vighakhet Toll Plaza,National,Lalitpur,Uttar Pradesh,M/s Balaji Enterprises
182001,Salemgarh Toll Plaza,National,Kushinagar,Uttar Pradesh,M/s Gorakhpur Kasia Tollways Pvt Ltd.
183001,Muzaina Hetim Toll Plaza,National,Kushinagar,Uttar Pradesh,M/s Gorakhpur Kasia Tollways Pvt Ltd.
184001,Tendua Toll Plaza,National,Gorakhpur,Uttar Pradesh,M/s Gorakhpur Kasia Tollways Pvt Ltd.
185001,Chaukadi Toll Plaza,National,Basti,Uttar Pradesh,Ayodhya Gorakhpur SMS Toll Pvt. Ltd. (AGSTPL)
186001,Mandawnagar Toll Plaza,National,Basti,Uttar Pradesh,Ayodhya Gorakhpur SMS Toll Pvt. Ltd. (AGSTPL)
187001,Nawabganj Toll Plaza,National,Bareilly,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways Pvt. Ltd.
187002,Ahmadpur Toll Plaza,National,Barabanki,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways Pvt. Ltd.
187003,Ronahi Toll Plaza,National,Faizabad,Uttar Pradesh,PNC Kanpur-Ayodhya Tollways Pvt. Ltd.
188001,Chamari Toll Plaza,National,Jalaun,Uttar Pradesh,M/s Eagle Infra India Ltd
189001,AIT Toll Plaza,National,Jalaun,Uttar Pradesh,M/s Welcome Infra
190001,SEMRI Toll Plaza,National,Jhansi,Uttar Pradesh,M/s Bhargavendra Nath Upadhyaya
191001,Dasna Toll plaza,National,Ghaziabad,Uttar Pradesh,M/s Adycon Infrastructures Pvt Ltd
192001,Naini Toll Plaza,National,Allahabad,Uttar Pradesh,M/s Bholanath Rajpati Shukla
193001,Brijghat Toll Plaza,National,Hapur,Uttar Pradesh,Gaziabad Aligarh Expressway Pvt Ltd
194001,Joya Toll Plaza,National,Amroha,Uttar Pradesh,M/s Bholanath Rajpati Shukla
196001,Itaunja Toll Plaza,National,Sitapur,Uttar Pradesh,Lucknow Sitapur Expressways Limited
197001,Khairabad Toll Plaza,National,Sitapur,Uttar Pradesh,Lucknow Sitapur Expressways Limited
198001,Katoghan Toll Plaza,National,Fatehpur,Uttar Pradesh,M/s Bholanath Rajpati Shukla
199001,KOKHRAJ (Sirohi) Toll Plaza,National,Kaushambi,Uttar Pradesh,Allahabad Bypass Pathways Pvt. Ltd. (M/s Eagle Infra India Ltd.)
199002,HANDIYA (Sujala ) Toll Plaza,National,Allahabad,Uttar Pradesh,Allahabad Bypass Pathways Pvt. Ltd. (M/s Eagle Infra India Ltd.)
199003,Nawabganj Toll Plaza,National,Allahabad,Uttar Pradesh,Allahabad Bypass Pathways Pvt. Ltd. (M/s Eagle Infra India Ltd.)
199004,SORAON Toll Plaza,National,Allahabad,Uttar Pradesh,Allahabad Bypass Pathways Pvt. Ltd. (M/s Eagle Infra India Ltd.)
199005,SAHSON Toll Plaza,National,Allahabad,Uttar Pradesh,Allahabad Bypass Pathways Pvt. Ltd. (M/s Eagle Infra India Ltd.)
200001,Lalanagar Toll Plaza,National,Sant Ravidas Nagar,Uttar Pradesh,M/s Bholanath Rajpati Shukla
201001,Madrak Toll Plaza,National,Aligarh,Uttar Pradesh,Brijbhoomi Expressway Pvt. Ltd.
201002,Baros Toll Plaza,National,Hathras,Uttar Pradesh,Brijbhoomi Expressway Pvt. Ltd.
202001,Badauri Toll Plaza,National,Fatehpur,Uttar Pradesh,M/s Sahkar Global
203001,Palsit,National,Bardhaman,West Bengal,NHAI
203002,Dankuni,National,Hooghly,West Bengal,NHAI
204001,Rajchandrapur Toll Plaza,National,Howrah,West Bengal,Second Vivekananda Bridge Tollway Company Private Limited
205001,Jaladhulagori toll plaza,National,Howrah,West Bengal,Ashoka Buildcon
205002,Debra toll plaza,National,West Medinipur,West Bengal,Ashoka Buildcon
206001,Paschim Madati,National,Darjeeling,West Bengal,NHAI
207001,Surjapur,National,Uttar Dinajpur,West Bengal,NHAI
208001,Sonapetya,National,Purba Medinipur,West Bengal,NHAI
209001,Beliyad toll plaza,National,Dhanbad,Jharkhand,M/s IL and FS
210001,Chandermore Plaza,National,Murshidabad,West Bengal,Barahmpur-Farakka Tollway Pvt. Ltd.
210002,Shibpur Plaza,National,Murshidabad,West Bengal,Barahmpur-Farakka Tollway Pvt. Ltd.
211001,Barsoni Toll Plaza,National,Purnia,Bihar,NHAI
212001,Laxmipuram,National,Srikakulam,Andhra Pradesh,NHAI
213001,Gadoi Toll Plaza,National,Junagadh,Gujarat,Jetpur Somnath Tollways Private Limited
213002,Dari Toll Plaza,National,Gir Somnath,Gujarat,Jetpur Somnath Tollways Private Limited
214001,Khambara Toll Plaza,National,Betul,Madhya Pradesh,Oriental Nagpur Betul Highway Pvt ltd
214002,Milanpur Toll Plaza,National,Betul,Madhya Pradesh,Oriental Nagpur Betul Highway Pvt ltd
215001,Aliyapur Toll Plaza,National,Kanpur Nagar,Uttar Pradesh,PNC Kanpur Highways Ltd.
215002,Khanna Toll Plaza,National,Hamirpur,Uttar Pradesh,PNC Kanpur Highways Ltd.
216001,Sivaya Toll Plaza,National,Meerut,Uttar Pradesh,Western UP Tollway Ltd.
217001,Bhatia Toll Plaza,National,Surat,Gujarat,Soma Isolux Surat Hazira Tollway Pvt. Ltd.
217002,Mandal Toll Plaza,National,Tapi,Gujarat,Soma Isolux Surat Hazira Tollway Pvt. Ltd.
218001,Dakhina Shekpur Toll Plaza,National,Rae Bareli,Uttar Pradesh,Arya Toll Infra Limited
219001,Mokha Toll Plaza,National,Kutch,Gujarat,Reliance
220001,Raipur,National,Pali,Rajasthan,L and T
220002,Indranagar,National,Pali,Rajasthan,L and T
220003,BIRAMI,National,Pali,Rajasthan,L and T
220004,UTHMAN,National,Sirohi,Rajasthan,L and T
230001,IVRCL Chengapally Tollways Limited,National,Tiruppur,Tamil Nadu,Concessionaire
231001,Methoon Toll Plaza,National,Jhalawar,Rajasthan,NHAI
232001,Pipili Toll Plaza,National,Puri,Odisha,Bhubaneswar Expressway Pvt. Ltd
233001,Kishorepura Toll Plaza,National,Kota,Rajasthan,GVK
234001,Palempalli Toll Plaza,National,Kadapa,Andhra Pradesh,Rayalasema Expressway Private Limited
234002,Chagalmarri Toll Plaza,National,Kurnool,Andhra Pradesh,Rayalasema Expressway Private Limited
235001,Mandawara Toll Plaza,National,Rajsamand,Rajasthan,Shreenathji Udaipur Tollway Pvt Ltd
235002,Negadiya Toll Plaza,National,Rajsamand,Rajasthan,Shreenathji Udaipur Tollway Pvt Ltd
237001,Pahammawlein Toll Plaza,National,Ri-Bhoi,Meghalaya,
